DATE,IBM_CLOSE,AAPL_CLOSE,IBM_SHARE,AAPL_SHARE
2006/6/5,68.24,8.15,7327.080891,61349.69325
2006/6/2,68.64,8.38,7284.382284,59665.87112
2006/6/1,69.65,8.45,7178.750897,59171.59763
2006/5/31,68.97,8.12,7249.528781,61576.35468
2006/5/30,69.19,8.32,7226.477815,60096.15385
2006/5/26,69.7,8.63,7173.601148,57937.42758
2006/5/25,69.18,8.74,7227.522405,57208.23799
2006/5/24,68.87,8.61,7260.055176,58072.00929
2006/5/23,68.91,8.58,7255.840952,58275.05828
2006/5/22,69.07,8.61,7239.032865,58072.00929
2006/5/19,69.3,8.76,7215.007215,57077.62557
2006/5/18,69.63,8.58,7180.812868,58275.05828
2006/5/17,70.15,8.87,7127.583749,56369.78579
2006/5/16,70.92,8.83,7050.197406,56625.14156
2006/5/15,71.55,9.21,6988.120196,54288.8165
2006/5/12,71.12,9.2,7030.371204,54347.82609
2006/5/11,71.18,9.26,7024.445069,53995.68035
2006/5/10,71.56,9.59,6987.143656,52137.64338
2006/5/9,71.84,9.65,6959.910913,51813.4715
2006/5/8,71.55,9.77,6988.120196,51177.07267
2006/5/5,71.63,9.77,6980.31551,51177.07267
2006/5/4,70.9,9.66,7052.186178,51759.83437
2006/5/3,71.13,9.67,7029.38282,51706.30817
2006/5/2,70.89,9.73,7053.180985,51387.46146
2006/5/1,70.72,9.46,7070.135747,52854.12262
2006/4/28,70.82,9.56,7060.152499,52301.25523
2006/4/27,72.14,9.42,6930.967563,53078.55626
2006/4/26,71.69,9.26,6974.473427,53995.68035
2006/4/25,71.1,8.99,7032.348805,55617.35261
2006/4/24,70.62,8.93,7080.147267,55991.04143
2006/4/21,70.23,9.11,7119.464616,54884.74204
2006/4/20,70.54,9.19,7088.176921,54406.96409
2006/4/19,70.41,8.92,7101.264025,56053.81166
2006/4/18,71.65,9,6978.367062,55555.55556
2006/4/17,70.22,8.81,7120.478496,56753.68899
2006/4/13,70.51,9.03,7091.192739,55370.9856
2006/4/12,69.45,9.06,7199.424046,55187.63797
2006/4/11,69.8,9.24,7163.323782,54112.55411
2006/4/10,70.61,9.33,7081.149979,53590.56806
2006/4/7,70.94,9.48,7048.209755,52742.61603
2006/4/6,72.08,9.68,6936.736959,51652.89256
2006/4/5,72.39,9.13,6907.031358,54764.5126
2006/4/4,71.77,8.31,6966.699178,60168.47172
2006/4/3,71.44,8.51,6998.880179,58754.40658
2006/3/31,70.93,8.52,7049.20344,58685.44601
2006/3/30,71.56,8.53,6987.143656,58616.64713
2006/3/29,71.5,8.47,6993.006993,59031.87721
2006/3/28,70.9,7.98,7052.186178,62656.6416
2006/3/27,71.46,8.09,6996.921355,61804.69716
2006/3/24,71.7,8.15,6973.500697,61349.69325
2006/3/23,71.56,8.17,6987.143656,61199.5104
2006/3/22,72.63,8.38,6884.207628,59665.87112
2006/3/21,72.08,8.4,6936.736959,59523.80952
2006/3/20,71.89,8.69,6955.070246,57537.39931
2006/3/17,71.65,8.79,6978.367062,56882.82139
2006/3/16,71.28,8.74,7014.590348,57208.23799
2006/3/15,71.71,9,6972.528239,55555.55556
2006/3/14,71.28,9.15,7014.590348,54644.80874
2006/3/13,70.47,8.92,7095.217823,56053.81166
2006/3/10,70.16,8.59,7126.567845,58207.21769
2006/3/9,69.68,8.69,7175.660161,57537.39931
2006/3/8,69.79,8.92,7164.350193,56053.81166
2006/3/7,69.06,9.01,7240.081089,55493.89567
2006/3/6,68.81,8.9,7266.3857,56179.77528
2006/3/3,68.77,9.2,7270.612186,54347.82609
2006/3/2,68.76,9.46,7271.669575,52854.12262
2006/3/1,68.72,9.39,7275.902212,53248.13632
2006/2/28,69.01,9.31,7245.326764,53705.6928
2006/2/27,69.35,9.65,7209.805335,51813.4715
2006/2/24,68.89,9.71,7257.947452,51493.30587
2006/2/23,68.98,9.75,7248.47782,51282.05128
2006/2/22,69.97,9.69,7145.91968,51599.5872
2006/2/21,69.24,9.39,7221.259388,53248.13632
2006/2/17,69.42,9.55,7202.535292,52356.02094
2006/2/16,69.59,9.59,7184.940365,52137.64338
2006/2/15,69.54,9.4,7190.106414,53191.48936
2006/2/14,69.74,9.19,7169.486665,54406.96409
2006/2/13,69.19,8.79,7226.477815,56882.82139
2006/2/10,69.95,9.15,7147.962831,54644.80874
2006/2/9,69.15,8.82,7230.65799,56689.3424
2006/2/8,69.49,9.35,7195.279896,53475.93583
2006/2/7,68.51,9.18,7298.204642,54466.23094
2006/2/6,68.21,9.14,7330.303475,54704.59519
2006/2/3,68.61,9.76,7287.56741,51229.5082
2006/2/2,69.69,9.8,7174.630507,51020.40816
2006/2/1,70.3,10.25,7112.375533,48780.4878
2006/1/31,69.75,10.26,7168.458781,48732.94347
2006/1/30,70.03,10.19,7139.79723,49067.71344
2006/1/27,69.51,9.79,7193.20961,51072.52298
2006/1/26,69.25,9.83,7220.216606,50864.6999
2006/1/25,69.42,10.08,7202.535292,49603.1746
2006/1/24,69.36,10.33,7208.765859,48402.71055
2006/1/23,69.84,10.55,7159.221077,47393.36493
2006/1/20,69.8,10.34,7163.323782,48355.89942
2006/1/19,71.29,10.74,7013.606396,46554.93482
2006/1/18,71.89,11.21,6955.070246,44603.03301
2006/1/17,71.21,11.51,7021.485746,43440.48653
2006/1/13,71.35,11.63,7007.708479,42992.26139
2006/1/12,71.7,11.45,6973.500697,43668.12227
2006/1/11,72.21,11.4,6924.248719,43859.64912
2006/1/10,72.13,10.99,6931.928462,45495.90537
2006/1/9,71.83,10.33,6960.879855,48402.71055
2006/1/6,72.88,10.37,6860.592755,48216.00771
2006/1/5,70.78,10.11,7064.142413,49455.98417
2006/1/4,70.31,10.19,7111.36396,49067.71344
2006/1/3,70.4,10.16,7102.272727,49212.59843
2005/12/30,70.52,9.77,7090.187181,51177.07267
2005/12/29,70.69,9.71,7073.136229,51493.30587
2005/12/28,71.24,10,7018.528916,50000
2005/12/27,71.2,10.09,7022.47191,49554.01388
2005/12/23,71.62,9.97,6981.290142,50150.45135
2005/12/22,71.4,10.06,7002.80112,49701.78926
2005/12/21,71.31,9.99,7011.639321,50050.05005
2005/12/20,70.76,9.8,7066.139062,51020.40816
2005/12/19,71,9.7,7042.253521,51546.39175
2005/12/16,71.53,9.66,6990.074095,51759.83437
2005/12/15,71.66,9.81,6977.393246,50968.39959
2005/12/14,71.32,9.78,7010.656197,51124.74438
2005/12/13,71.82,10.19,6961.849067,49067.71344
2005/12/12,73.75,10.18,6779.661017,49115.91356
2005/12/9,74.61,10.1,6701.514542,49504.9505
2005/12/8,75.07,10.07,6660.450246,49652.43297
2005/12/7,76.12,10.05,6568.575933,49751.24378
2005/12/6,76.48,10.06,6537.656904,49701.78926
2005/12/5,75.87,9.76,6590.220113,51229.5082
2005/12/2,76.06,9.87,6573.75756,50658.5613
2005/12/1,76.54,9.73,6532.532009,51387.46146
2005/11/30,76.27,9.21,6555.657532,54288.8165
2005/11/29,76.44,9.25,6541.07797,54054.05405
2005/11/28,76.45,9.46,6540.222368,52854.12262
2005/11/25,76.18,9.42,6563.402468,53078.55626
2005/11/23,76.18,9.12,6563.402468,54824.5614
2005/11/22,75.49,9.04,6623.393827,55309.73451
2005/11/21,74.89,8.83,6676.458806,56625.14156
2005/11/18,75.3,8.77,6640.106242,57012.54276
2005/11/17,74.55,8.77,6706.908115,57012.54276
2005/11/16,74.25,8.82,6734.006734,56689.3424
2005/11/15,73.38,8.46,6813.845735,59101.65485
2005/11/14,72.38,8.35,6907.985631,59880.23952
2005/11/11,72.54,8.36,6892.748828,59808.61244
2005/11/10,72.06,8.31,6938.662226,60168.47172
2005/11/9,71.07,8.17,7035.317293,61199.5104
2005/11/8,71.34,8.14,7008.690777,61425.06143
2005/11/7,71.56,8.18,6987.143656,61124.69438
2005/11/4,71.04,8.31,7038.288288,60168.47172
2005/11/3,70.93,8.4,7049.20344,59523.80952
2005/11/2,69.38,8.15,7206.687806,61349.69325
2005/11/1,69.83,7.81,7160.246312,64020.48656
2005/10/31,70.08,7.82,7134.703196,63938.61893
2005/10/28,69.69,7.4,7174.630507,67567.56757
2005/10/27,70.45,7.53,7097.232079,66401.06242
2005/10/26,70.94,7.75,7048.209755,64516.12903
2005/10/25,71.35,7.62,7007.708479,65616.7979
2005/10/24,71.44,7.72,6998.880179,64766.83938
2005/10/21,71.32,7.56,7010.656197,66137.56614
2005/10/20,71.18,7.63,7024.445069,65530.79948
2005/10/19,72.04,7.46,6940.588562,67024.12869
2005/10/18,71.45,7.09,6997.90063,70521.86178
2005/10/17,70.69,7.26,7073.136229,68870.52342
2005/10/14,70.48,7.34,7094.211124,68119.89101
2005/10/13,70.35,7.3,7107.32054,68493.15068
2005/10/12,70.34,6.69,7108.330964,74738.41555
2005/10/11,71.2,7.01,7022.47191,71326.67618
2005/10/10,69.54,6.84,7190.106414,73099.4152
2005/10/7,68.9,6.97,7256.894049,71736.01148
2005/10/6,68.21,7.02,7330.303475,71225.07123
2005/10/5,68.32,7.17,7318.501171,69735.00697
2005/10/4,68.56,7.3,7292.882147,68493.15068
2005/10/3,68.86,7.4,7261.109498,67567.56757
2005/9/30,68.66,7.28,7282.260414,68681.31868
2005/9/29,68.78,7.11,7269.555103,70323.48805
2005/9/28,68.04,6.94,7348.61846,72046.10951
2005/9/27,66.75,7.26,7490.636704,68870.52342
2005/9/26,66.25,7.32,7547.169811,68306.01093
2005/9/23,66.76,7.23,7489.514679,69156.29322
2005/9/22,66.94,7.05,7469.37556,70921.98582
2005/9/21,66.38,7.08,7532.389274,70621.46893
2005/9/20,67.36,7.23,7422.80285,69156.29322
2005/9/19,67.98,7.15,7355.104442,69930.06993
2005/9/16,68.75,6.96,7272.727273,71839.08046
2005/9/15,68.48,6.78,7301.401869,73746.31268
2005/9/14,68.88,6.74,7259.001161,74183.97626
2005/9/13,69.11,6.9,7234.843004,72463.76812
2005/9/12,69.74,6.98,7169.486665,71633.23782
2005/9/9,69.7,6.97,7173.601148,71736.01148
2005/9/8,69.16,6.76,7229.612493,73964.49704
2005/9/7,69.31,6.61,7213.966239,75642.9652
2005/9/6,69.34,6.63,7210.845111,75414.7813
2005/9/2,68.01,6.28,7351.860021,79617.83439
2005/9/1,68.08,6.29,7344.300823,79491.25596
2005/8/31,69,6.37,7246.376812,78492.93564
2005/8/30,68.93,6.33,7253.735674,78988.94155
2005/8/29,69.62,6.23,7181.844298,80256.82183
2005/8/26,68.8,6.21,7267.44186,80515.29791
2005/8/25,69.41,6.26,7203.572972,79872.20447
2005/8/24,69.6,6.22,7183.908046,80385.85209
2005/8/23,70.21,6.21,7121.492665,80515.29791
2005/8/22,70.7,6.23,7072.135785,80256.82183
2005/8/19,70.83,6.23,7059.155725,80256.82183
2005/8/18,69.45,6.29,7199.424046,79491.25596
2005/8/17,69.58,6.41,7185.972981,78003.12012
2005/8/16,69.58,6.28,7185.972981,79617.83439
2005/8/15,70.61,6.48,7081.149979,77160.49383
2005/8/12,70.34,6.26,7108.330964,79872.20447
2005/8/11,70.75,5.98,7067.137809,83612.04013
2005/8/10,70.2,5.89,7122.507123,84889.64346
2005/8/9,71.47,5.95,6995.942353,84033.61345
2005/8/8,71.35,5.79,7007.708479,86355.78584
2005/8/5,71.17,5.84,7025.432064,85616.43836
2005/8/4,70.97,5.8,7045.230379,86206.89655
2005/8/3,71.77,5.87,6966.699178,85178.87564
2005/8/2,71.13,5.87,7029.38282,85178.87564
2005/8/1,71.23,5.81,7019.51425,86058.51979
2005/7/29,71.26,5.79,7016.559079,86355.78584
2005/7/28,71.55,5.95,6988.120196,84033.61345
2005/7/27,71.61,5.98,6982.265047,83612.04013
2005/7/26,71.82,5.93,6961.849067,84317.03204
2005/7/25,71.89,5.95,6955.070246,84033.61345
2005/7/22,72.1,5.98,6934.81276,83612.04013
2005/7/21,72.06,5.88,6938.662226,85034.01361
2005/7/20,72.23,5.93,6922.331441,84317.03204
2005/7/19,71.47,5.87,6995.942353,85178.87564
2005/7/18,69.85,5.64,7158.196135,88652.48227
2005/7/15,70.34,5.65,7108.330964,88495.57522
2005/7/14,70.37,5.54,7105.300554,90252.70758
2005/7/13,69.54,5.21,7190.106414,95969.28983
2005/7/12,68.34,5.2,7316.35938,96153.84615
2005/7/11,67.42,5.18,7416.196974,96525.09653
2005/7/8,67.71,5.2,7384.433614,96153.84615
2005/7/7,66.07,5.11,7567.731194,97847.35812
2005/7/6,64.73,5.08,7724.393635,98425.19685
2005/7/5,63.86,5.16,7829.62731,96899.22481
2005/7/1,63.76,4.96,7841.907152,100806.4516
2005/6/30,63.35,5,7892.659826,100000
2005/6/29,63.81,4.94,7835.76242,101214.5749
2005/6/28,64.29,5.07,7777.259294,98619.32939
2005/6/27,63.08,5.04,7926.442613,99206.34921
2005/6/24,63.19,5.13,7912.644406,97465.88694
2005/6/23,64.39,5.28,7765.180929,94696.9697
2005/6/22,65.94,5.24,7582.650895,95419.84733
2005/6/21,65.24,5.14,7664.00981,97276.26459
2005/6/20,65.36,5.11,7649.9388,97847.35812
2005/6/17,65.22,5.21,7666.360012,95969.28983
2005/6/16,65.79,5.16,7599.9392,96899.22481
2005/6/15,65.15,5.04,7674.597084,99206.34921
2005/6/14,63.94,4.89,7819.831092,102249.4888
2005/6/13,64.08,4.88,7802.746567,102459.0164
2005/6/10,63.84,4.87,7832.080201,102669.4045
2005/6/9,63.98,5.12,7814.942169,97656.25
2005/6/8,63.87,5.02,7828.40144,99601.59363
2005/6/7,64.07,4.96,7803.964414,100806.4516
2005/6/6,64.04,5.15,7807.620237,97087.37864
2005/6/3,64.71,5.2,7726.781023,96153.84615
2005/6/2,66.04,5.44,7571.168988,91911.76471
2005/6/1,65.61,5.48,7620.789514,91240.87591
2005/5/31,64.51,5.4,7750.73632,92592.59259
2005/5/27,65.83,5.51,7595.321282,90744.10163
2005/5/26,65.86,5.54,7591.861524,90252.70758
2005/5/25,64.89,5.4,7705.347511,92592.59259
2005/5/24,64.73,5.39,7724.393635,92764.37848
2005/5/23,65.33,5.4,7653.451707,92592.59259
2005/5/20,65.24,5.1,7664.00981,98039.21569
2005/5/19,65.88,5.1,7589.55677,98039.21569
2005/5/18,65.2,4.87,7668.711656,102669.4045
2005/5/17,63.43,4.8,7882.705344,104166.6667
2005/5/16,63.47,4.83,7877.737514,103519.6687
2005/5/13,62.47,4.72,8003.841844,105932.2034
2005/5/12,62,4.64,8064.516129,107758.6207
2005/5/11,62.57,4.84,7991.050024,103305.7851
2005/5/10,62.59,4.95,7988.496565,101010.101
2005/5/9,64.02,5.02,7810.059356,99601.59363
2005/5/6,64.26,5.06,7780.890134,98814.22925
2005/5/5,64.29,4.98,7777.259294,100401.6064
2005/5/4,65.64,5.05,7617.30652,99009.90099
2005/5/3,65.12,4.92,7678.132678,101626.0163
2005/5/2,65.15,4.95,7674.597084,101010.101
2005/4/29,65.04,4.9,7687.576876,102040.8163
2005/4/28,64.64,4.83,7735.148515,103519.6687
2005/4/27,65.61,4.88,7620.789514,102459.0164
2005/4/26,64.23,4.92,7784.524366,101626.0163
2005/4/25,63.54,5.02,7869.058861,99601.59363
2005/4/22,63.19,4.82,7912.644406,103734.4398
2005/4/21,63.04,5.05,7931.472081,99009.90099
2005/4/20,61.32,4.82,8153.94651,103734.4398
2005/4/19,64.28,5.04,7778.469197,99206.34921
2005/4/18,65.27,4.84,7660.487207,103305.7851
2005/4/15,65.32,4.8,7654.623393,104166.6667
2005/4/14,71.22,5.06,7020.49986,98814.22925
2005/4/13,72.02,5.58,6942.515968,89605.73477
2005/4/12,73.02,5.8,6847.439058,86206.89655
2005/4/11,73.4,5.7,6811.989101,87719.29825
2005/4/8,74.6,5.94,6702.412869,84175.08418
2005/4/7,75.31,5.92,6639.224539,84459.45946
2005/4/6,75.79,5.75,6597.176408,86956.52174
2005/4/5,76.27,5.69,6555.657532,87873.46221
2005/4/4,76.91,5.58,6501.105188,89605.73477
2005/4/1,77.02,5.56,6491.820306,89928.05755
2005/3/31,77.82,5.66,6425.083526,88339.22261
2005/3/30,77.22,5.82,6475.006475,85910.65292
2005/3/29,77.15,5.67,6480.8814,88183.42152
2005/3/28,77.53,5.78,6449.116471,86505.19031
2005/3/24,77.24,5.77,6473.329881,86655.11265
2005/3/23,77.08,5.78,6486.766995,86505.19031
2005/3/22,76.22,5.82,6559.958016,85910.65292
2005/3/21,76.22,5.94,6559.958016,84175.08418
2005/3/18,76.03,5.84,6576.35144,85616.43836
2005/3/17,76.52,5.74,6534.239415,87108.01394
2005/3/16,77.19,5.6,6477.522995,89285.71429
2005/3/15,77.82,5.57,6425.083526,89766.60682
2005/3/14,78.26,5.48,6388.959877,91240.87591
2005/3/11,77.93,5.47,6416.014372,91407.67824
2005/3/10,78.69,5.41,6354.047528,92421.44177
2005/3/9,78.64,5.35,6358.087487,93457.94393
2005/3/8,78.45,5.51,6373.486297,90744.10163
2005/3/7,78,5.81,6410.25641,86058.51979
2005/3/4,78.66,5.82,6356.470887,85910.65292
2005/3/3,78.69,5.68,6354.047528,88028.16901
2005/3/2,79.13,5.99,6318.716037,83472.45409
2005/3/1,79.45,6.05,6293.266205,82644.6281
2005/2/28,78.84,6.1,6341.958397,81967.21311
2005/2/25,79.03,6.05,6326.711375,82644.6281
2005/2/24,78.89,6.04,6337.938902,82781.45695
2005/2/23,78.43,5.99,6375.111564,83472.45409
2005/2/22,78.62,5.79,6359.70491,86355.78584
2005/2/18,79.43,5.9,6294.850812,84745.76271
2005/2/17,79.83,5.97,6263.309533,83752.0938
2005/2/16,80.58,6.12,6205.013651,81699.34641
2005/2/15,80.33,6.01,6224.324661,83194.67554
2005/2/14,79.68,5.75,6275.100402,86956.52174
2005/2/11,79.45,5.52,6293.266205,90579.71014
2005/2/10,78.99,5.32,6329.915179,93984.96241
2005/2/9,78.94,5.35,6333.9245,93457.94393
2005/2/8,80.16,5.5,6237.52495,90909.09091
2005/2/7,80.35,5.36,6222.775358,93283.58209
2005/2/4,80.33,5.36,6224.324661,93283.58209
2005/2/3,79.5,5.29,6289.308176,94517.95841
2005/2/2,80.15,5.41,6238.303182,92421.44177
2005/2/1,79.78,5.27,6267.234896,94876.66034
2005/1/31,79.4,5.22,6297.229219,95785.44061
2005/1/28,78.95,5.03,6333.122229,99403.57853
2005/1/27,78.18,4.93,6395.49757,101419.8783
2005/1/26,78.15,4.91,6397.952655,101832.9939
2005/1/25,78.36,4.89,6380.806534,102249.4888
2005/1/24,78.02,4.81,6408.613176,103950.104
2005/1/21,78.52,4.79,6367.804381,104384.1336
2005/1/20,79.04,4.79,6325.910931,104384.1336
2005/1/19,79.13,4.75,6318.716037,105263.1579
2005/1/18,80.66,4.8,6198.85941,104166.6667
2005/1/14,79.98,4.77,6251.562891,104821.8029
2005/1/13,80.28,4.74,6228.201295,105485.2321
2005/1/12,80.92,4.45,6178.942165,112359.5506
2005/1/11,80.74,4.39,6192.717364,113895.2164
2005/1/10,81.32,4.68,6148.548942,106837.6068
2005/1/7,81.41,4.7,6141.751628,106382.9787
2005/1/6,81.76,4.39,6115.459883,113895.2164
2005/1/5,82.02,4.38,6096.074128,114155.2511
2005/1/4,82.19,4.34,6083.465142,115207.3733
2005/1/3,83.08,4.3,6018.295619,116279.0698
2004/12/31,83.79,4.37,5967.2992,114416.476
2004/12/30,83.55,4.4,5984.440455,113636.3636
2004/12/29,83.45,4.38,5991.611744,114155.2511
2004/12/28,83.55,4.36,5984.440455,114678.8991
2004/12/27,82.87,4.29,6033.546519,116550.1166
2004/12/23,83.06,4.35,6019.744763,114942.5287
2004/12/22,82.96,4.33,6027.000964,115473.4411
2004/12/21,82.46,4.33,6063.545962,115473.4411
2004/12/20,82.06,4.26,6093.102608,117370.892
2004/12/17,81.76,4.42,6115.459883,113122.1719
2004/12/16,82.83,4.52,6036.46022,110619.469
2004/12/15,82.72,4.43,6044.487427,112866.8172
2004/12/14,82.71,4.44,6045.218232,112612.6126
2004/12/13,81.98,4.41,6099.048548,113378.6848
2004/12/10,82.16,4.43,6085.686465,112866.8172
2004/12/9,82.88,4.35,6032.818533,114942.5287
2004/12/8,82.15,4.3,6086.427267,116279.0698
2004/12/7,81.68,4.27,6121.449559,117096.0187
2004/12/6,83.01,4.47,6023.370678,111856.8233
2004/12/3,82.51,4.26,6059.871531,117370.892
2004/12/2,81.39,4.43,6143.260843,112866.8172
2004/12/1,81.49,4.61,6135.722174,108459.8698
2004/11/30,80.1,4.56,6242.197253,109649.1228
2004/11/29,81.17,4.65,6159.911297,107526.8817
2004/11/26,80.51,4.39,6210.408645,113895.2164
2004/11/24,81.14,4.35,6162.188809,114942.5287
2004/11/23,80.98,4.16,6174.364041,120192.3077
2004/11/22,80.84,4.17,6185.056903,119904.0767
2004/11/19,80.28,3.75,6228.201295,133333.3333
2004/11/18,80.83,3.76,6185.822096,132978.7234
2004/11/17,81.14,3.73,6162.188809,134048.2574
2004/11/16,80.65,3.73,6199.628022,134048.2574
2004/11/15,81.53,3.75,6132.711885,133333.3333
2004/11/12,81.02,3.77,6171.315725,132625.9947
2004/11/11,80.57,3.76,6205.78379,132978.7234
2004/11/10,79.56,3.72,6284.565108,134408.6022
2004/11/9,79.36,3.67,6300.403226,136239.782
2004/11/8,79.36,3.69,6300.403226,135501.355
2004/11/5,79.13,3.72,6318.716037,134408.6022
2004/11/4,78.37,3.7,6379.992344,135135.1351
2004/11/3,77.37,3.76,6462.453147,132978.7234
2004/11/2,76.75,3.63,6514.65798,137741.0468
2004/11/1,76.44,3.56,6541.07797,140449.4382
2004/10/29,76.14,3.56,6566.850538,140449.4382
2004/10/28,75.92,3.55,6585.879874,140845.0704
2004/10/27,76.35,3.42,6548.788474,146198.8304
2004/10/26,75.5,3.26,6622.516556,153374.2331
2004/10/25,75.02,3.23,6664.889363,154798.7616
2004/10/22,74.13,3.22,6744.907595,155279.5031
2004/10/21,74.74,3.26,6689.858175,153374.2331
2004/10/20,75.35,3.22,6635.700066,155279.5031
2004/10/19,75.81,3.22,6595.435958,155279.5031
2004/10/18,72.89,3.24,6859.65153,154320.9877
2004/10/15,71.98,3.09,6946.373993,161812.2977
2004/10/14,71.92,3.06,6952.169077,163398.6928
2004/10/13,72.09,2.7,6935.774726,185185.1852
2004/10/12,72.95,2.6,6854.009596,192307.6923
2004/10/11,73.49,2.62,6803.646755,190839.6947
2004/10/8,73.56,2.65,6797.172376,188679.2453
2004/10/7,74.16,2.69,6742.179072,185873.6059
2004/10/6,74.68,2.76,6695.232994,181159.4203
2004/10/5,74.07,2.67,6750.37127,187265.9176
2004/10/4,73.94,2.64,6762.239654,189393.9394
2004/10/1,73.56,2.63,6797.172376,190114.0684
2004/9/30,72.73,2.63,6874.742197,190114.0684
2004/9/29,72.09,2.63,6935.774726,190114.0684
2004/9/28,71.66,2.58,6977.393246,193798.4496
2004/9/27,71.39,2.55,7003.782042,196078.4314
2004/9/24,71.62,2.53,6981.290142,197628.4585
2004/9/23,71.16,2.53,7026.419337,197628.4585
2004/9/22,71.52,2.51,6991.051454,199203.1873
2004/9/21,72.72,2.58,6875.687569,193798.4496
2004/9/20,72.7,2.56,6877.579092,195312.5
2004/9/17,72.73,2.52,6874.742197,198412.6984
2004/9/16,73.06,2.47,6843.690118,202429.1498
2004/9/15,73.27,2.39,6824.075338,209205.0209
2004/9/14,73.56,2.41,6797.172376,207468.8797
2004/9/13,73.37,2.42,6814.774431,206611.5702
2004/9/10,73.6,2.44,6793.478261,204918.0328
2004/9/9,73.33,2.43,6818.49175,205761.3169
2004/9/8,72.84,2.47,6864.360242,202429.1498
2004/9/7,72.08,2.43,6936.736959,205761.3169
2004/9/3,71.59,2.39,6984.215673,209205.0209
2004/9/2,71.74,2.42,6969.61249,206611.5702
2004/9/1,71.44,2.44,6998.880179,204918.0328
2004/8/31,71.84,2.34,6959.910913,213675.2137
2004/8/30,71.6,2.32,6983.240223,215517.2414
2004/8/27,72.05,2.33,6939.62526,214592.2747
2004/8/26,71.84,2.35,6959.910913,212765.9574
2004/8/25,72.17,2.25,6928.086463,222222.2222
2004/8/24,71.86,2.17,6957.973838,230414.7465
2004/8/23,71.81,2.11,6962.818549,236966.8246
2004/8/20,72.32,2.09,6913.716814,239234.4498
2004/8/19,72.01,2.09,6943.480072,239234.4498
2004/8/18,72.22,2.16,6923.289947,231481.4815
2004/8/17,71.29,2.1,7013.606396,238095.2381
2004/8/16,71.27,2.09,7015.574576,239234.4498
2004/8/13,71.18,2.1,7024.445069,238095.2381
2004/8/12,69.74,2.06,7169.486665,242718.4466
2004/8/11,70.99,2.11,7043.245528,236966.8246
2004/8/10,72.1,2.14,6934.81276,233644.8598
2004/8/9,70.88,2.06,7054.176072,242718.4466
2004/8/6,70.82,2.02,7060.152499,247524.7525
2004/8/5,72.11,2.13,6933.851061,234741.784
2004/8/4,72.77,2.16,6870.963309,231481.4815
2004/8/3,72.55,2.13,6891.798759,234741.784
2004/8/2,73.38,2.15,6813.845735,232558.1395
2004/7/30,73.71,2.2,6783.340117,227272.7273
2004/7/29,73.45,2.22,6807.35194,225225.2252
2004/7/28,72.67,2.19,6880.418329,228310.5023
2004/7/27,72.7,2.2,6877.579092,227272.7273
2004/7/26,72.03,2.12,6941.552131,235849.0566
2004/7/23,71.83,2.09,6960.879855,239234.4498
2004/7/22,72.85,2.15,6863.417982,232558.1395
2004/7/21,72.21,2.15,6924.248719,232558.1395
2004/7/20,73.1,2.19,6839.94528,228310.5023
2004/7/19,72.21,2.17,6924.248719,230414.7465
2004/7/16,71.34,2.19,7008.690777,228310.5023
2004/7/15,71.12,2.24,7030.371204,223214.2857
2004/7/14,71.22,2.01,7020.49986,248756.2189
2004/7/13,72.17,1.99,6928.086463,251256.2814
2004/7/12,71.19,1.98,7023.458351,252525.2525
2004/7/9,71.01,2.04,7041.261794,245098.0392
2004/7/8,70.81,2.05,7061.149555,243902.439
2004/7/7,72.25,2.06,6920.415225,242718.4466
2004/7/6,72.55,2.1,6891.798759,238095.2381
2004/7/2,73.68,2.11,6786.102063,236966.8246
2004/7/1,74.07,2.19,6750.37127,228310.5023
2004/6/30,74.62,2.21,6700.616457,226244.3439
2004/6/29,74.74,2.21,6689.858175,226244.3439
2004/6/28,75.09,2.21,6658.676255,226244.3439
2004/6/25,75.81,2.29,6595.435958,218340.6114
2004/6/24,76.18,2.25,6563.402468,222222.2222
2004/6/23,76.85,2.29,6506.180872,218340.6114
2004/6/22,76.2,2.24,6561.67979,223214.2857
2004/6/21,75.75,2.2,6600.660066,227272.7273
2004/6/18,76.24,2.24,6558.237146,223214.2857
2004/6/17,76.56,2.23,6530.825496,224215.2466
2004/6/16,76.51,2.22,6535.093452,225225.2252
2004/6/15,76.64,2.08,6524.008351,240384.6154
2004/6/14,76.25,2.05,6557.377049,243902.439
2004/6/10,76.58,2.09,6529.119875,239234.4498
2004/6/9,76.26,2.05,6556.517178,243902.439
2004/6/8,76.22,2.06,6559.958016,242718.4466
2004/6/7,75.03,2.03,6664.001066,246305.4187
2004/6/4,74.12,1.96,6745.817593,255102.0408
2004/6/3,73.94,1.93,6762.239654,259067.3575
2004/6/2,74.48,1.96,6713.2116,255102.0408
2004/6/1,74.59,1.91,6703.311436,261780.1047
2004/5/28,74.99,1.91,6667.555674,261780.1047
2004/5/27,74.99,1.91,6667.555674,261780.1047
2004/5/26,74.79,1.94,6685.385747,257731.9588
2004/5/25,75.09,1.93,6658.676255,259067.3575
2004/5/24,73.73,1.86,6781.500068,268817.2043
2004/5/21,73.76,1.84,6778.741866,271739.1304
2004/5/20,74,1.81,6756.756757,276243.0939
2004/5/19,73.69,1.8,6785.181164,277777.7778
2004/5/18,72.85,1.84,6863.417982,271739.1304
2004/5/17,72.4,1.81,6906.077348,276243.0939
2004/5/14,73.15,1.84,6835.269993,271739.1304
