DATE,PORT_LOSS,Historical_VaR_2,Historical_ES_2,Parametric_VaR_U_2,Parametric_ES_U_2,Parametric_VaR_W_2,Parametric_ES_W_2,MonteCarlo_VaR_U_2,MonteCarlo_ES_U_2,MonteCarlo_VaR_W_2,MonteCarlo_ES_W_2
2014-10-14 00:00:00,37122.119539770065,69475.89536510012,68028.85980657251,55377.228492008755,55610.986614133,55300.57665427786,55542.46893836884,58868.665898069274,57074.012260540156,46947.65841896855,47029.81654068985
2014-10-13 00:00:00,39537.747042840114,69475.89536510012,68028.85980657251,55293.56442959979,55527.20332174236,55296.47421451344,55538.565334819024,61798.82152754662,60635.59695814753,51737.60414458695,52042.23287413374
2014-10-10 00:00:00,25623.153743900126,69475.89536510012,68028.85980657251,55461.33200207469,55695.195131418994,55160.9434029283,55403.06009026931,61225.41040377063,57927.160966448726,50070.91491671838,49570.471643264755
2014-10-09 00:00:00,41208.01214921987,69475.89536510012,68028.85980657251,55521.39254275302,55755.33976116055,55184.68838552071,55427.02513561689,50102.23936529993,53383.239345710695,51555.78552400763,50452.215687079966
2014-10-08 00:00:00,36264.63576612994,69475.89536510012,68028.85980657251,55573.95083179779,55807.25836136169,55141.91306919616,55384.40811862284,58104.58669515466,55074.388892173934,52466.07966893469,50069.56873616262
2014-10-07 00:00:00,5142.426363840001,69475.89536510012,68028.85980657251,55321.93424049916,55555.15025975462,55237.30600657547,55479.32306293666,57803.06983286212,57255.37582508404,57441.16841990815,55090.778728738456
2014-10-06 00:00:00,13646.460866629961,69475.89536510012,68028.85980657251,55331.137941784924,55564.35037480132,55048.6876762202,55290.63998718688,48386.85226002219,47874.39780284925,57412.45259722974,55195.36416750136
2014-10-03 00:00:00,1690.1853581899777,69475.89536510012,68028.85980657251,55344.41037800547,55577.60573708627,55120.46938935085,55362.650461096084,51954.68768754834,54767.342678905785,59848.76405906025,59081.86519087545
2014-10-02 00:00:00,-4294.814315749798,69475.89536510012,68028.85980657251,55451.48857663595,55684.719239231315,55215.12228429201,55457.51332259143,53265.19692170154,52395.26524969753,64228.067896264605,59987.146095846205
2014-10-01 00:00:00,-14017.265669849934,69475.89536510012,68028.85980657251,55177.862321640714,55411.24325699825,55306.64004317671,55549.24538836535,62285.7366710545,59498.50143122303,50925.418704734766,51132.91044120703
2014-09-30 00:00:00,20777.37309523998,69475.89536510012,68028.85980657251,55321.3852770183,55554.83447049488,55074.3807186106,55316.842866206076,55053.890649305074,54571.583490770776,53315.18910232652,50626.16680549484
2014-09-29 00:00:00,4029.252698270022,69475.89536510012,68028.85980657251,55476.9345255642,55710.607405913994,55172.20311497024,55414.87076001498,57412.245943079935,57471.180842203314,46272.30347947101,47937.59564220826
2014-09-26 00:00:00,9264.68042343005,69475.89536510012,68028.85980657251,55616.511264674715,55849.77609774016,55171.65199813759,55414.522122996976,62507.51466770761,60003.63848617017,44802.32929810893,48604.578145662905
2014-09-25 00:00:00,-4815.6385487000225,69475.89536510012,68028.85980657251,54998.504559386405,55230.62464324583,55286.71358232724,55529.283396990155,56800.3089462521,58700.90472588924,53742.227158250054,49624.83838278516
2014-09-24 00:00:00,25992.832260980038,69475.89536510012,68028.85980657251,55004.13763794047,55236.26079317788,54605.84183574526,54847.2928551425,63402.41509094683,60921.91086200736,44695.14502815576,44792.690808794556
2014-09-23 00:00:00,13877.63930023997,69475.89536510012,68028.85980657251,55048.89136305533,55280.982407977805,54631.447902512504,54873.119715458946,54320.77811175794,52358.30165666945,61523.035441742046,54809.724541798954
2014-09-22 00:00:00,13684.694710140117,69475.89536510012,68028.85980657251,55018.80424566625,55250.89946145017,54730.78211992688,54972.655843782355,56764.80767683429,56428.98985258949,56821.43673007819,54134.05591780582
2014-09-19 00:00:00,11194.655024499865,69475.89536510012,68028.85980657251,54936.89937386406,55169.072222663555,54767.11906833702,55009.21914570767,45682.16317065549,47001.10549974739,59378.88845773111,53387.51224785623
2014-09-18 00:00:00,31487.587664900115,69475.89536510012,68028.85980657251,54919.56452153134,55151.80535080517,54779.23606049712,55021.54845143575,54597.23652897379,56626.57871707703,51946.6058224201,51144.40019865652
2014-09-17 00:00:00,433.96799458994064,69475.89536510012,68028.85980657251,54907.81333351962,55140.46228933206,54874.92532729404,55117.44636244618,52160.61210875143,52462.57025973531,54668.316007932415,51864.031199810146
